84,"CH 2","CH 3","CH 4","CH 5","CH 6","CH 7","CH 8","CH 9","CH 10",IGCH,Name,Date,"Burial Date c.",Contents,Mints,Disposition,Bibliography,"Sort date",Location,Notes,
,,,,,,,,9.689,,,‚ÄòTangier‚Äô,1920s,"210 BC","121 AR","Hispano-Punic: 85
Italo-Punic: 5
Siculo-Punic: 8
Iol: 1
Emporium: 2
Iberian: 1 (Arethusa/Pegasus)
Gades: 2
Ebusus: 8
Rome: 3 (quadrigati)
Tarentum: 3 (Evans X)
Dyrrachium: 1
Alexander III: 1 (Amphipolis)
Antiochus II: 1 (Magnesia ad Maeandrum)",Dispersed,"L. Villaronga, ‚ÄòThe Tangier Hoard‚Äô NC 149 (1989), pp. 149-162, Pls. 32-41.",210,A,,
1.022,,3.015,,,,,,,,,"Pergamum, Turkey",1972,400-395,"125+ EL","CH 1.022: Phocaea 30+
Mytilene 36+

CH 3.015: Phocaea 1 Mytilene 2","in commerce","F. Bodenstedt, SNR 52.1973, 36-51
cf also SNR 53.1974, 5-7
F. Bodenstedt, Phokaisches Eleckton-Geld, 1975",,,"References to SNR in CH 1. Reference to Bodenstedt, Phokaisches Eleckton-Geld in CH 3.015",
,,,,,,,,9.527,,,"unknown findspot",1993,"144/3 BC","129 AR","Alexander III
Byblos: 1 (Price 3426)
Cyme: 1 (Price 1642)
Temnos: 1 (Price 1690)
Alabanda: 1 (Price 2464)
Demetrius Poliorcetes
Pella: 1 (Newell 85)
Perseus: 1 (Mamroth 4)
Macedonia, 1st region: 1
Athens: 2 (Thompson 68, 65-73)
Prusias II: 1
Lysimachus (posthum.)
  Byzantium: 1
  Abydus: 1
Cyzicus: 1
Parium: 1
Alexandreia Troas: 1 (Bellinger A134)
Confed. of Athena Ilias: 1 (Bellinger T44)
Aegae: 7
Cyme: 18
Myrina: 25
Clazomenai: 1
Magnesia: 25
Miletus: 1
Smyrna: 10 (Milne 2, 3 and 5)
Alabanda: 4
Seleucus I
Uncert.: 1 (WSM 1623)
Demetrius I
Antioch: 3 (SMA 90, 103, 131)
Alexander I:
Seleuceia: 3
Antioch: 2
Demetrius II (1st reign)
Soli: 1
Mallos: 1
Seleuceia ad Calycadnum: 1
Uncert.: 1
Antiochus VI:
Apameia: 3 (yr. 169)
Antioch: 5 (yr. 169)
Mallos: 1",Dipsersed,,144,E,,
,,3.080,,,,,8.532,9.569,,,Side,1963,"Mid 1st cent. BC","129 AR","CH 9: Side 85 tetradrachms","Antalya Museum, on display. Acquired by the Museum in 1963.","This hoard is now published as GCHT, p. 35, nos. 245-329.",50,E,"Reference to GCHT in CH 9.",
,,,,,,,8.451,,,,"unknown findspot",1982,"150 - 100 B.C.","13 AE","Tralles (2 as BMC Lydia , nos. 63-65, but different style and fabric; 11 of smaller module)",,"pl. LIX, 11-23",,,,
,,,,,,,8.084,,,,"Amasra area, Turkey",1972,"400 - 300 BC","13 AE","Sesamos (head of Zeus l. / head of Demeter l.)","Amasra Museum (inv. nos. S/72.3.12-24)","S. Ireland, Studies in Ancient Coinage from Asia Minor, R. Ashton (ed.), forthcoming",,,,
,,,,,,,,9.222,,,"unknown findspot, Greece","before 1865","Early 2nd cent. BC","13 AE",Chios,Berlin,"C. Lagos, NC 156 (1996), p. 277.",200,C,,
,,,,,,,,9.470,,,"Gordion hoard 8",1967,"300 BC","13 AE in excavations","Alexander III: 12 (P2064 or 3159)
Dardanus: 1",Ankara,"To be published by K.W. Harl in forthcoming volume of Gordion excavations.",300,E,"P2064 from Miletus/ 3159 from Salamis",
,,,,,,,,,10.207,,"W. Asia Minor",1979,"5th cent. BC?","13 AR","Miletus: 13 obols (lion/star)","Isparta Museum","A. Tolga Tek and İşçi NC 164 (2004), p. 250, no. 5, noting that this perhaps part of a larger hoard.",450,E,,
,,,,,,,,9.385,,,"unknown findspot","c. 1996","400-350 BC","13+ AR","Mylasa 11 tetradrs. (Zeus/Zeus)
Rhodes 2 didrs.","In commerce","F. Delrieux, ‚ÄòLes Monnaies de Mylasa aux types de Zeus Osog√¥a et Zeus Labraundeus‚Äô, NC 159 (1999), pp. 33-45, pls. 9-10.",400,E,,
,2.021,,,,,,,,,,Turkey,,"5th cent","13+ AR",Parium,dispersed,"JNFA 4, 2, 1975",,,,
,,,,,,,,9.574,,,"unknown findspot","before 1808","Mid to late 1st cent. BC","13+ AR",Rhodes,Paris,"T. E. Mionnet, Description de m√©dailles antiques, grecques et romaines, Vol. 3 (Paris 1808), pp. 420-1, 196-206.  For discussion see: R.H.J. Ashton with A.-P.C. Weiss, ‚ÄòThe Post-Plinthophoric Silver Drachms of Rhodes‚Äô, NC (1997), pp. 1-40, at25-6..",50,E,,
,,,,,,,,,10.081,,"Dăeni, Tulcea, Romania",1956,"Mid 3rd cent. BC","130-140 AU","Alexander III
Callatis: 36 st.
Odessus: 3 st.
Lysimachus
‘Alexandria Troas’: 3
Lysimacheia: 5
Cius: 2
Cyzicus?: 1
Byzantium: 1
Byzantium?: 8
Chalcedon: 1
Uncert. mints: 13
imit.?: 2","National Museum of Romanian History 75; Romanian Academy 15; Galați 12","G. Poenaru Bordea,† ‘Tezaurul de la Dăeni, jud. Tulcea. Catalogul Monedelor din Colecția Muzeului Național de Antichități’, Simpozion 2003, pp. 11-22.",250,C,,
,,,,,,,,9.085,,,"Eastern Crete",1997-98,"330 BC","132 AR","Cnidus: 132 drs. (as SNG Cop 261-3, 266-74)","Private collection","R. Ashton, ‚ÄòThe Late Classical/Early Hellensitic Drachms of Knidos‚Äô, RN 154 (1999), pp. 63-94, pls. 5-12.",330,C,,
,,,,,,,8.315,,,,"Moda, Turkey",1975,"225 BC","133 AE","Calchedon: 62 (all countermarked twice)
Byzantium: 19 (all countermarked)
Chalcedon & Byzantium joint issue: 34
Seleucus II (246-226/5): 1","Istanbul 116","G. Le Rider, N. Olçay in: Travaux et Recherches en Turquie II",,,,
,,,,,,,,9.501,,,"Oylum H√∂y√º‚Ç¨√º",1989,"200-195 BC",134AR,"Alexander  III
Mesembria:  1 tetradr.
Heracleia:  1 tetradr.
Parium: 2 tetradrs.
Lampsacus:  17 drs.
Abydos:  4 drs.
Assos: 1 tetradr.
Mytilene:  2 tetradrs.
Phocis:  1 tetradr.
Colophon:  13 drs.
Magnesia:  5drs.
Miletus:  2 drs.
Chios: 1 tetradr, 2 drs.
Mylasa: 1 dr.
Sardes: 6 drs.
Asia Minor: 5 drs.
Termessus:  1 tetradr.
Perga:  1 tetradr.
Aspendus:  2 tetradrs.
Side: 1 dr.
Marathos:  1 dr.
Uncert.: 9 drs.
Antigonus Doson:  2 tetradrs.
Lysimachus
Lysimacheia 1 dr.
Lampsacus  2 tetradrs., 1dr.
Magnesia  2 drs.
Colophon  1 dr.
Alexandreia Troas  1 tetradr.
Kios  3 tetradrs.
Amphipolis  1 tetradr.
Pergamum  1 tetradr.
Byzantium  2 tetradrs.
Chalcedon  2 tetradrs.
Uncert.  3 tetradrs.
Antiochus I
Seleuceia ad Tigrim: 3 tetradrs.
Antiochus II
Antioch: 1 tetradr.
Apameia: 1 tetradr.
Laodiceia: 1 tetradr.
Magnesia ad Maindrum: 1 tetradr.
Seleuceia ad Tigrim: 1 tetradr.
Antiochus Hierax
Parium: 1 tetradr.
Interregnum
Apameia: 1
Seleucus III  
Antioch: 2 tetradrs.
Seleuceia ad Tigrim: 1 tetradr.
Antiochus III
Antioch: 7 tetradrs.
Apameia: 4 tetradrs.
Tarsus: 1 tetradr.
Seleuceia ad Tigrim: 1 tetradr.
Antiochus II or III
Uncert. mint: 1 tetradr.
Philetaerus
Gr. V  1 tetradr.
Gr. VI 1 tetradr
Side:  1 tetr.
Ephesus:  3 dr.",Gaziantep,"E. √ñzgen and A. Davesne: Le tr√©sor de Oylum H√∂y√º‚Ç¨√º. in TCMA, pp. 45-49, pls. III-VIII. P. Kinns, ‚ÄòThe Attic weight drachms of Ephesus: a preliminary study in the light of recent hoards‚Äô, NC 159 (1999), pp. 47-97 at 50-1.",200,E,,
,,,,,6.032,7.082,8.340,,,,Chios,,"200 BC","14 AR, in metal pot","Ptolemaic: 12 didr. (to Ptolemy IV); 2 tetradr.",,"A.P. Stephanou, Chiaki Epitheorisis, 1965, 130-131",,,"Wrongly reported in CH 6 to be in Cos Museum, error corrected in CH 7, mints/ Stephanou reference in CH 8.",
,,,,5.024,,,,,,,Turkey,"1975 or earlier",340,"14+ AR",Cius,"in commerce",,,,,
,2.010,,,,,,,,,,Egypt,1971/72,500,"14+ AR","Macedonia?
Lete
Thasos
Neapolis
Aegina
Chios
Samos
Camirus
Salamis, Cyprus
Ingots","dispersed. Ashmolean","some photos on file in BM",,,,
,,,,,,,,,10.162,,Crete,"c. 1960","Early 1st cent. BC","14+ AR","Rhodes: 14 (plinthophoric drs.)","Heraklion Museum (inv. 1879-1892)","R.H.J. Ashton, NC 163 (2003), p. 341, no. 26, with listing of magistrates.",90,C,,
,,,,,,,8.189,9.460,,,"Near East",1993,"322 BC","1400+ AR","CH 9:
Alexander III drs.:
  Amphipolis: 17
  Macedonia?: 4
  Lampsacus: 268
  Abydus: 160
  Magnesia: 21
  Miletus: 755
  Sardes: 170
  Aradus: 4
  illegible: 13",Dispersed.,"Now published by  C. A. Hersh and H.A. Troxell, ‚ÄòA 1993 Hoard of Alexander Drachms from the Near East‚Äô, AJN  5-6 (1993-1994), pp. 13-42.",322,E,"List of mints also in CH 8, before publication by Hersh and Troxell.",
,,,,,,,8.490,,10.317,,"Letoön, Xanthos, Turkey","1975, 2001, 2002","Last quarter of 2nd cent BC?","142 ? AE and AR found in cella of temple of Leto","in 1975 a total of 81 coins were found
Pseudo-Rhodian issues: 3
Rhodian Plinthophori Group A: 2
Rhodian Plinthophori Group B: 33
Rhodian Plinthophori Group D: 1
Rhodian Plinthophori unc. groups: 6
Lycian League I (AE): 8
Lycian League II (AR): 2
Lycian League III (AE): 11
Lycian League IV (AR): 1
Lycian League V (AE): 4
Antiphellus: 1
Roman AE (4th cent. AD): 2
Illegible: 7 in 2001 a total of 44 coins were found Lycian Dynastic: 1
Rhodian Plinthophori Group A: 3
Rhodian Plinthophori Group B: 29
Rhodian Plinthophori Group D: 1
Lycian League I (AE): 2
Lycian League II (AR): 1
Lycian League III (AE): 1
Lycian League IV (AR): 1
Lycian League V (AE): 2
Roman Imperial (AR): 1
Roman prov. issue:1
Illegible: 1
in 2002 a total of 17 coins were found
Rhodian Plinthophori Group B: 7
Rhodian Plinthophori Group C: 2
Rhodian Plinthophori Group D: 1",,"H.A. Troxell, 'The Coinage of the Lycian League', ANSNNM 162 (1982) pp. 36-37
R. Ashton, NC (1987) p. 15M.C. Marcellesi, ‘Le “trésor” du temple du Létoon de Xanthos (1975-2002). 

Les monnaies rhodiennes et la circulation monétaire en Lycie à la basse époque hellénistique’, RN 163 (2007), pp. 45-90 with plate VII-XII, casts doubt on the existence of a hoard from the foundation levels of the Hellenistic Letoon. For a response suggesting that the material is more homogenous than she allows see R.H.J. Ashton and A. Meadows, ‘ The Letoon Deposit. Lycian League Coinage, Rhodian Plinthophori, and Pseudo-Rhodian Drachms from Haliartos (yet again) and Asia Minor’, NC (2008), pp. 111-134.
Note: M.C. Marcellesi accounts for only 10 coins found in 2002, while report notes 17 coins found.",125,E,"References to Troxwell and Ashton in CH 8.490. Further references in CH 10.317.",
1.077,,,,,,,,,,,Syria,"before 1960",170-160,"142+ AR","Alexander III: Alabanda
Myrina
Chios
Phaselis
Perga
Aspendus
Temnus","in commerce","to be published by Fred Kleiner",,,,
,,,,,,,,9.240,,,"unknown findspot",1998?,170BC,"143 AR","Mostly Rhodian/Pseudo-Rhodian drachms
A few Histiaia tetrobols
2 Macedonian tetrobols",Dispersed,,170,C,,
,2.130,,,,,,,,,,Turkey,,"late 1st","146 AR",Cistophori,,"S. De Roquefeuil, BSFN, 1975, 766-7",,,,
1.074,,,,,,,,,,,"Asia Minor or North Syria",1970,200,"148 AR","Alexander III
Lysimachus
Demetrius Poliorcetes
Antigonys Gonatas
Perga
Pergamum
Sinope
Antiochus I
Antiochus II
Seleucus II
Seleucus III
Hierax Alexandria Troas
Antiochus III",Paris,"H. Seyrig, Tresors, pp. 13-20, no. 1",,,,
,,,,,,,8.261,,,,"Nea Potideia",1984,"281 - 275 BC","148 AV","Macedonia, Philip II: 4 st.
Macedonia, Alexander III / Philip III: Macedonia: 68 st.
Lampsacus: 6 st. (1 Philip III)
Abydus: 8 st. (1 Philip III)
Teos: 4 st.
Colophon: 1 st.
Magnesia ad Maenandrum: 2 st.
Sardes: 3 st.
Miletus: 6 st.
Salamis: 7 st.
Citium: 3 st.
Amathus?: 1 st.
Myriandrus: 1 st. (Philip III)
Sidon: 4 st. (1 Philip III)
Ake or Tyre: 4 st.
Tyre: 2 st.
Alexandria: 3 st.
Babylon: 11 st.
Ecbatana: 1 st.
uncertain: 7 st.
Lysimachus: Pella: 1 st.
Aenus: 1 st.","in trade","G. Le Rider, 'Trésors de statères d'or trouvés à Potidée en 1984 et à Skioné en 1985', RN 1991, pp. 89-94.",,,,
,,,,,,,8.431,,,,"Near Vonitsa, Acarnania, Greece",1993,"168 B.C.","148+ AR","Roman Republic: denarius (1), Crawford, RRC, p.207,n.126.
Macedonia, Alexander III: 5 tetradr. (Price 633, 2875, 2898, 2909, 2911)
Perseus, tetradrachm (Price, Kraay-Mørkholm Esaays, p. 236, 92-103)
Magnetes, dr. (1), BMC Thessaly, p. 34.1)
Aetolian League, tetradr. (1), BMC Thessaly, p. 194,4; triobol.
Boetian League: 1 triobol
Histiaea: tetrobols (58)
Athens: tetradr. (Nicolet-Pierre, Studia Naster, p. 107, pl. XV.3)
Corinth: dr. (12), 3rd cent., Pegasus/Aphrodite hd. (most wearing saccos with tassle)
Achaean League: tetrobols (61)
Argos/Amphilochium: tetrobol (1), Hera hd.l. / filleted bucranium ARGEI, unpublished.
Arcadian League: triobol (1), J.A. Dengate, ANSMN 13 (1967), group I, period III.
Side: tetradr. (4), c. 205-180 BC","in trade","see article in CH VIII - by J. Waren, p. 83
pl. L, 13-15; pl. LI, 1-29; pl. LII, 1-49; pl. LIII, 1-39; pl. LIV, 1-29",,,,
,,,,,,,,,10.230,,"Clazomenae, Ionia, Turkey",1998,370-350,"149 AR pot hoard in excavation","Athens: 7 tetradrs.
Chios: 1 dr.
Clazomenae: 3 tetradrs. (Apollo/swan)
6 drs (Apollo/swan)
132 trihemiobs. (boar protome/sq. incuse)","Izmir Archaeological Museum","G. Bakir, 21 Kazı Sonuçları Toplantası vol ii, p. 51; A. Tolga Tek , NC 164 (2004), p. 251, no. 6.",370,E,,
,,,,,,,8.142,,,,"Asia Minor","1970 ?",340,"1491 AR","Persia sigloi","Aladjov-Collection, Munich","M. Alram, ‘Dareikos und Siglos. Ein neuer Schatzfund achaimenidischer Sigloi aus Kleinasien. Mit einem metrologischen Beitrag von St. Karwiese. Circulation des monnaies, des merchandises et des biens’ Res Orientales 5 (1993), pp. 23 ff.",,,,
,,,,,,,,9.420,,,"Asia Minor","before 1970","340-330 BC","1491 AR","Persia:  1491 sigloi","private collection","M.Alram: Dareikos und Siglos. Ein neuer Schatzfund achaimenidischer Sigloi aus Kleinasien. (priliminarry report), in: Res Orientales V.",340,E,,
,,,,,,,,,10.048,,"New Halos, Thessaly, Greece",1995,"310-300 BC","15 AR","Alexander III: 2 drs.
Ephesus: 1 tetradr.
Tenos: 1 tetradr., 1 dr.
Carystus: 2 didrs.
Chalcis: 1 dr.
Histiaea: 6 tetrobs
Boeotia federal mint: 1 hemidr.",,"H.R. Reinders, ‘ Coinage and Coin Circulation in New Halos’, Ὀβολός 7 (2004), pp. 185-206 includes a short discussion of this small hoard at pp. 187-189.",310,C,,
,,,,,,,8.022,,,,"Near Ismir, Turkey",1982,"500 B.C. c.","15 AR","Miletus: 15 obols","seen in trade in Brussels","G. Moucharte, 'A propos d'une découverte de monnaies de Milet', RBN 130 (1984), pp. 19 - 35.",,,,
,,,,,,,,9.551,,,Side,"before 1994","Early 1st cent BC","15 AR","Side: 15 tetradrs.",Antalya,"GCHT, p. 36, nos. 330-44.",100,E,,
,,,,,,,,,10.073,,"Dulovo, Bulgaria",1980s,"mid third century","15 AR","Amphipolis: 2 tetradrs. Pella or local “Barbarized” imitation: 1 tetradr. Callatis?: 1 tetradr. Lampsacus: 1 dr. Western Asia Minor? : 1 tetradr.
Mylasa: 1 tetradr.
Carrhae: 1 tetradr.
Aradus: 1 tetradr.
Ake: 2 tetradr.
Tyre: 2 tetradr.
Babylon: 1 tetradr.
Barbarian: 1 dr.",,"B. Rousseva,’ПЕТНАДЕСЕТ СРЕбЪРНИ АЛЕКСАНДРОВКИ, ОТКРИТИ В РАЙОНА НА ГРАД ДУЛОВО-ФРАГМЕНТ ОТ СЪКРОВИЩЕ’, НУМИЗМАТИКА И СФРАГИСТИКА 8 (1-2, 2001), pp. 3-24.",275,C,,
,,,,,,,8.164,,,,Cilicia,,"330 BC",15+,"Cilicia: lion staters, 12+ Mazaeus, 3+ other","in trade","pl. XXI, 1-20",,,,
1.035,,,,,,,,,,,"Asia Minor","c. 1960","mid 4th","15+ AR",Persia,Ashmolean,,,,,
,2.088,,,,,,,,,,"Balkh, Afghanistan",1974?,"150 BC","150 + AR","Alexander III tetr. 1 (Amphipolis) + 1
Lysimachus 1
Seleucus I 1 (WSM 1206-9) + (2 Alexander types)
Seleucus II 3
Antiochus II-III + (2 Antiochus I, 1 Antiochus II, 2 Antiochus III)
Seleucus III 2
Antiogonus Doson 1 (suspect)
Eumenes I 1
Diodotus 11 (7 Antiochus, 4 Diodotus legend) + 10
Antimachus I 1+ 2
Euthydemus I 80 + 27
Euthydemus II 2 + 1
Agathocles 10 + 3
Heliokles and Laodice/Eukratides 3
Eukratides 7 (5 with helmet) + 1
Demetrius 14 + Apollodotus 1
Lysias dr. 1
Athens imit. dr 1.

Included in the above is a group of 40 coins recorded in the Cabinet des Medailles, Paris, which came from the French excavations at AiKhanoum.

","Dispersed in Switzerland and London",,,,"See CH 3.034 - which disassociates the coins excavated from Ai Khanoum.",
,,,,,,,8.143,9.422,,,Lebanon,1985,"340 BC","150+ AR","CH 8: Sardes: sigloi (many countermakred), 66 King with bow and sceptre, 93 with bow and dagger.",Dispersed,"CH 8: pl. XIV, 43-47; pl. XV, 1-40; pl. XVI, 1-40; pl. XVI, 1-45; pl. XVIII, 1-20

CH 9: For a die-study of this hoard see now I. Carradice, Price Studies, pp. 65-81",340,E,"Mints in CH 8, reference to Carradice die study in CH 9.",
,,,,,,7.007,,,,,Turkey,1981,550,"150+ EL","lion head",,,,,,
,,,4.025,,,,,,,,"NW Turkey",1977,"330 or earlier","152 AR",Lampsacus,"in commerce","fig. 5",,,,
,2.038,,,,,,,,,,"Asia Minor",1974,"4th cent","154+ AR",Persia,dispersed,"JNFA 4.2, 1975",,,,
,,3.076,,,,,,,,,"Pontus, Turkey",,85,"1550+ AE","Amisus
Sinope
Amastris
Comana
Cabachta
Cabeira
Unicert
Imit.","in commerce",,,,,
,,,,,,,,9.504,,,Chios,1871,"Early 2nd cent. BC","16 AE",Chios,"Chios, Public Library of Koraes","H. Papageorgiadou, XIAKA XRONIKA, 1985, pp. 3-18. C. Lagos, NC 156 (1996), pp. 277-8.",200,E,,
,,,,,,,8.427,9.509,,,"Southwest Turkey ?","before April 1992","170 BC","16 AR","CH 8: Pseudo-Rhodian dr. of Alabanda: 13 (with MOUSAIOS + caduceus (Ashton, NC 1987, pp. 8-25; Price, Alexander, p. 308); control numbers B, D, E, [. With Chimaera countermark.)
Pseudo-rhodian didr.: 1 (with DHMOKLHS + dophin. Lyre countermark.)
Pseudo-Rhodian or Rhodian dr.: 1 (with AINHTWR + caduceus)
Rhodian dr.: 1 (with GORGOS + bow in case)","Private collection","On this hoard see further R.H.J. Ashton, ‚ÄòPseudo-Rhodian Drachms from Central Greece‚Äô, NC 155 (1995), pp. 3, 8, 10.",170,E,"Mints in CH 8",
,,,,,,,8.236,,,,"Asia Minor",1989,"300 B.C. c.","16 AR","Macedonia, Alexander III: tetradr. 
Pella ? (Price 621) 
Corinth (Price 685) 
Greece (Price 849)
Miletus (Price 2143)
Sardes (Price 2658, 2660, 2664) 
Cilicia (Price 3076)
Salamis (Price 3165 (2), 3176)
Marathus (Price 3435, 3439) 
Seleucia (Price 3784)
Babylonia? (Price 3797)
Ecbatana (Price 3931)","in trade",,,,,
,,,,,6.046,7.134,,9.558,,,"Gridia, Chios",1959,"75 BC","16-18 AR","Chios: 14 drs.
Athens, new style: 1 tetradrs.
Pergamon?: 2 cistophorii 
Rome: 1 den. ?","Chios Museum","Ch. Papageorgiadou, ‚ÄòEurhma Gridivn Xiou‚Äô, ArchAnAth 20 (1987), pp. 184-190.  English summary. Notes uncertainty of inclusion of Roman and Pergamene coins.",75,E,"CH 6 states that it was seen in Cos, CH 7 corrects this error.",
,,,,,,,,9.537,,,"Gülagızı, Mugla","Before 1992","Late 2nd cent. BC",16+,"Rhodes: 16 plinth drs.","Ankara (inv.nos. 1623-39)","T. G√∂kt√ºrk, ‚ÄòThree Rhodian Coin Hoards‚Äô
Anadolu Medeniyelleri M√ºzeri 1992 (Ankara 1993), pp. 167-96.",125,E,,
,,,,,,,8.466,,,,"unknown findspot",,"130 - 110 BC ? late 2nd cent.","16+ AR","Rhodian Plinthophoric hemidr. of Jenkins, Group B (15 coins) and D (1 coin)
Group B: Jenkins 37(1); 38(4); 39(1); 43(2); 44(3); 37 or 45 (1); 54 (2); uncertain (1).
Group D: Jenkins 98 (1)


""?part of CHI, 90?""","London market 1983 (not a recent hoard)",,,,,
1.014,,,,,,,8.587,9.363,,,"N. Syria",1974,"425 BC","16+ AR","CH 9: Aradus: 1 third (marine deity/galley)
Aradus: 1 sixth (marine deity/galley)
Aradus: 1 twelfth (marine deity/prow)
Sidon: : 1 double-shekel (galley/chariot)
Sidon: 1 half-shekel (galley/archer & protomes)
Sidon: 7 sixteenths (galley/archer & protomes)
Edones (Getas): 1 octadr.
Acanthus: 1 tetradr.
Aegina: 1 st.
Persia: 1 siglos (type 2)",,"For listing and redating of this hoard, see TMPCM, pp. 149-51, no. 29.",425,E,,
1.054,,,,,,,,,,,Leros,1974,"early 3rd","16+ AR","Rhodes
Chios
Colophon
Cos",dispersed,"fig. 8",,,,
,,,,,,,8.249,,,,"Claros, Asia Minor",?,"294 - 280 BC","164 AE","Colophon: tetrachalkoi",?,"M. Amandry, 'Le trésor monétaire du sondage 2a', Cahiers de Claros I, ed. J. de la Genière, (Paris, 1992), pp. 91-99.",,,,
,,,,,,,,,10.249,,"Claros, Turkey","Before 1992",320-290,"164 AE in excavation","Colophon: 164 tetrachalka as Kinns (1980), nos. 100ff.","Not stated","M. Amandry, ‘Le trésor monétaire du sondage 2a’ in J. de la Genière (ed.), Cahiers de Claros I (Paris, 1992), pp. 91-97, pls. i-ii.",320,E,,
,,,,,,,8.158,,,,Syria,1989,"333 - 332 BC","167 AR","CH 8: Pontus, Sinope 4
Cyzicus 1
Ephesus 1 
Persian satrapal 1
Tarsus: 1 Datames, 7 Mazaeus
Hieropolis-Bambyce: 5
Tyre: 4 (to year 12)
'Athens': 124
Memphis: 11 
Sabakes: 8",dispersed,"M. Price in: Essays Carson-Jenkins pp. 31-55",,,,
,,,,,,,8.353,,,,Turkey,"before 1984","200 B.C. c.","17 AR","Phaselis: tetradr., as BMC pl. 16, 12 - all with different magistrates' names. One a posthumous Alexander tetradr.","in trade",,,,,
,,,,,,,,9.187,,,Silistra,1975/06/01,"250 BC","17 AR","Alexander III drs.:
Amphipolis: 1
Lampsacus: 2
Abydos: 1
Colophon: 6
Magnesia: 1
Sardes: 1
Mieltus: 1
Mylasa: 1
Uncert.: 3",Silistra,"K. Dimitrov, ‚ÄòThe contacts of Thrace during the early Hellenistic age, reflected in some coin hoards‚Äô Bulgarian Historical Review 4 (1990) pp. 47-65. Cf. B. Rouss√©va, ‚ÄòLa Circulation Mon√©taire en Thrace Pendant la Haute √âpoque Hell√©nistique d‚ÄôApr√®s un certain nombre de tr√©sors trouv√©s en Bulgarie‚Äô, RN 1990, p. 23, n.34.",250,C,,
,,,,,,,,,10.215,,"unknown Findspot","Before 1984","425-400 BC","17 AR","Uncert. Carian mint: 11 fr. (Lion scalp/scorpion)
Uncert. Carian mint: 1 fr. (Bull forepart/bull forepart)
Uncert. Carian mint: 3 fr. (Ram’s head/male head)
Uncert. Carian mint: 1 fr. (Lion forepart/trident)
Tyre: 1 fr. (dolphin/owl)",Kassel,"C. Boehringer, ‘Ein Lot silberner Kleinstmünzen aus Karien’ in S. Mani-Hurter and C. Arnold-Biucchi (eds), Pour Denyse. Divertissements Numismatiques (Bern, 2000), pp. 21-29.",425,E,,
,,,,,,,,9.335,,,"unknown findspot",1996,"600 BC","17 EL","Lydia: 17 1/3 st. (Lion head/incuse)","In commerce","U. Wartenberg, beolow, pp. 000-000.",600,E,,
,2.080,,,,,,,,,,"Patrae?, Greece",1970,"2nd cent","17+ AR","Boeotia
Chalcis
Aegina
Rhodes",Athens,"M. Oeconomides, Arch. Delt. 27. 1972",,,,
,,,,,,,,9.465,,,"unknown findspot","before 1991","320 BC","171+ AR","Alexander style tetradrachms
  Amphipolis: 33
  Lampsacus: 2
  Side: 3
  Tarsus: 9
  Salamis: 7
  Citium: 8
  Myriandros: 13
  Arados: 20
  Byblos: 2
  Tyre: 2
  Damascus: 2
  Babylon: 30
  Imit.: 4
Uncert.: 36","In commerce","A. Davesne and A. Lemaire, ‚ÄòTr√©sors hell√©nistiques du Proche-Orient‚Äô, RN  151 (1996), pp. 51-76, no.1.",320,E,,
,,,,,,,8.444,,,,Turkey,1984/85,"150 BC or later","172 AR","Mylasa: dr. ""eagle on cheek"" - mostly anepigraphic or with only one or two letters/monograms on reverse. Only very few of the later pieces with four letters/monograms on reverse. Hence hoard is earlier in composition than IGCH 1335 and CH IV, 57.","In commerce. R.H.J. Ashton Collection 7. Some casts and details of other coins in Ashton's possession.","R.H.J. Ashton, NC 1992, pp. 1-39, with discussion of IGCH 1335 and CH IV, 57",,,,
