"CH 1","CH 2","CH 3","CH 4","CH 5","CH 6","CH 7","CH 8","CH 9","CH 10",IGCH,value,type,source
,,,,,,,,,10.247,,"H. A. Troxell, Studies in the Macedonian Coinage of Alexander the Great, ANS NS 21 (New York, 1997), pp. 137-140.",Reference,10.247
,,,,,,,,,10.249,,"Found in excavation.",Note,10.249
,,,,,,,,,10.249,,"Disposition not stated.",Disposition,10.249
,,,,,,,,,10.249,,"M. Amandry, ‘Le trésor monétaire du sondage 2a’ in J. de la Genière (ed.), Cahiers de Claros I (Paris, 1992), pp. 91-97, pls. i-ii.",Reference,10.249
,,,,,,,,,10.250,,"in commerce",Disposition,10.250
,,,,,,,,,10.250,,"H. A. Troxell, Studies in the Macedonian Coinage of Alexander the Great, ANS NS 21 (New York, 1997), pp. 141-143. ",Reference,10.250
,,,,,,,,,10.250,,"See also M.-C Marcellesi, Milet des Hécatomnides à la domination romaine, (Mainz, 2004), pp. 230-231.",Reference,10.250
,,,,,,,,,10.251,,Istanbul,Disposition,10.251
,,,,,,,,,10.251,,"F. Duyrat, Arados Hellénistique (Beirut, 2005), pp. 132-133.",Reference,10.251
,,,,,,,,,10.252,,Dispersed,Disposition,10.252
,,,,,,,,,10.252,,"R.H.J. Ashton, NC 162 (2002), p. 394, no. 35, with listing of magistrates.",Reference,10.252
,,,,,,,,,10.254,,"Kayhan collection, Turkey 28",Disposition,10.254
,,,,,,,,,10.254,,"SNG Kayhan 249-76",Reference,10.254
,,,,,,,,,10.255,,"M.-C Marcellesi, Milet des Hécatomnides à la domination romaine, (Mainz, 2004), p. 228.",Reference,10.255
,,,,,,,,,10.261,,"Isparta Museum",Disposition,10.261
,,,,,,,,,10.261,,"O. Köyağasıoğlu, A. Tolga Tek and N. İşçi, NC 164 (2004), p. 251, no. 7, present a basic listing with weights.",Reference,10.261
,,,,,,,,,10.262,,Dispersed,Disposition,10.262
,,,,,,,,,10.262,,"P. Kinns, ‘Opuscula Anatolica III’, NC 164 (2004), pp. 71-107, at 71-83.",Reference,10.262
,,,,,,,,,10.263,,"M. Durmaz collection.",Disposition,10.263
,,,,,,,,,10.263,,"M. Arslan, ‘Durmaz koleksiyonu'ndaki buyuk iskender tetradrahmi definesi’, Belleten 70 (2006), pp. 479-503, pls. i-iv.",Reference,10.263
,,,,,,,,,10.265,,"Lot A in US commerce; Lot B in commerce; Lot C in US commerce",Disposition,10.265
,,,,,,,,,10.265,,"Published in CH 10 by B.R. Nelson",Reference,10.265
,,,,,,,,,10.265,,"Cf. A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 140-142.",Reference,10.265
,,,,,,,,,10.267,,Cos,Disposition,10.267
,,,,,,,,,10.267,,"D. Grigoriadou, ‘Coins found in undisturbed burials from the ancient cemeteries in Cos Island’, Ὀβολός 8 (2006), pp. 125-142, 128-132.",Reference,10.267
,,,,,,7.080,8.308,,10.269,,"Found in 3 pots.",Note,7.080
,,,,,,7.080,8.308,,10.269,,"Dispersed. Ankara.",Disposition,7.080
,,,,,,7.080,8.308,,10.269,,"CIN Newletter 2. 1981, 19.",Reference,7.080
,,,,,,7.080,8.308,,10.269,,"Laroche, E. CRAI 1981, 356-370.",Reference,7.080
,,,,,,7.080,8.308,,10.269,,"A. Davesne, G. Le Rider, Le trésor de Meydancikkale (Cicilie Trachée, 1980), Paris, 1989.",Reference,8.308
,,,,,,7.080,8.308,,10.269,,"G. Le Rider, ‘Les Trouvailles Monétaires dans le Temple d’Artémis à Sardes (IGCH 1299 et 1300)’, RN 1991, pp. 79-80, 82 note 28",Reference,8.308
,,,,,,7.080,8.308,,10.269,,"A. Davesne and V. Yenisoganci, ‘Les Ptolemées en Séleucide: Le Trésor d’Hüseyinli’, RN 1992, pp. 26-29.",Reference,8.308
,,,,,,7.080,8.308,,10.269,,"A die study of the Ptolemaic portion of the hoard and a complete re-evaluation of the structure and chronology of issues contained is provided by F. de Callataÿ, ‘L’Instauration par Ptolémée Ier Sôter d’une économie monétaire fermée’, L’Exception Egyptienne, pp. 117-133.",Reference,10.269
,,,,,,,,,10.270,,"Çeşme Museum",Disposition,10.270
,,,,,,,,,10.270,,"M. Arslan, Belleten 70 (2006), pp. 27-62, pl. 1.",Reference,10.270
,,,,,,7.061,,,10.271,,"Brussels 127",Disposition,10.271
,,,,,,7.061,,,10.271,,"F. De Callataÿ, ‘Un trésor de drachmes aux types d’Alexandre le Grand conservé au Cabinet des Médailles à Bruxelles’, RBN 129 (1983), pp. 23–60, pls. vi–vii.",Reference,10.271
,,,,,,,,,10.272,,"Dispersed in at least 7 lots in commerce",Disposition,10.272
,,,,,,,,,10.272,,"A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 142-150
Lot A Recorded from commerce, August 2003. The lot included many uncleaned coins whose controls could not be read. Some of these coins were not identifiable by mint. Lot B Recorded from commerce, November, 2003. Lot C Recorded from commerce, December 2003. Lot D Recorded from commerce, February 2004 (this lot was reportedly not a part of the “Seleucus III” hoard, but a separate hoard found in Hama, Syria, in 2002, but this report is doubted by the authors of SC). Lot E Recorded from commerce, March 2004. Lot F Recorded from commerce, March 2004. Lot G Recorded from commerce, June 2004.",Reference,10.272
,,,,,,,,,10.272,,"Complete listing not available.",Note,
,,,,,,,,,10.273,,"Kirklareli Museum",Disposition,10.273
,,,,,,,,,10.273,,"M. Arslan, ‘Durmaz koleksiyonu'ndaki buyuk iskender tetradrahmi definesi’, Belleten LXXII. 263 (2008), pp. 5-51 with pls. 1-11.",Reference,10.273
,,,,,,,,,10.275,,"Preliminary notice in SC I.2, pp. 13-4. ",Reference,10.275
,,,,,,,,,10.275,,"Now published below by R.P. Miller, CH 10.",Reference,10.275
,,,,,,,,,10.276,1311,Rhodes,Disposition,10.276
,,,,,,,,,10.276,1311,"For a summary of the issues contained see now M. Oikonomidou and E. Apostolou, ‘Trois trésors rhodiens exposés au musée de Rhodes’, Ὀβολός 8 (2006), pp. 143-164, 143-147.",Reference,10.276
,,,,,,,,,10.277,,Dispersed,Disposition,10.277
,,,,,,,,,10.277,,"Published in CH 10 by C. Lorber and A.R. Meadows. ",Reference,10.277
,,,,,,,,,10.277,,"See A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 150-151.",Reference,10.277
,,,,,,,,,10.278,,London,Disposition,10.278
,,,,,,,,,10.278,,"K. Höghammar, ‘A small hoard of Koan drachms and hemidrachms from c. 200 BC’, NC 166 (2006), pp. 378-380.",Reference,10.278
,,,,,,,,,10.279,,Dispersed,Disposition,10.279
,,,,,,,,,10.279,,"R.H.J. Ashton, NC 165 (2005), pp. 65-77, pls. 4-8.",Reference,10.279
,,,,,,,,,10.280,1308,"Athens 223",Disposition,10.280
,,,,,,,,,10.280,1308,"For a survey of the issues contained and discussion of chronology see I. Touratsoglou and E. Tsourti, ‘The Pyli Cos/1953 hoard (IGCH 1308), Ὀβολός 8 (2006), pp. 381-388.",Reference,10.280
,,,,,,,,,10.282,1344,"21 coins in Winterthur are now published in H. Bloesch, Griechische Münzen in Winterthur, Bd. 2 (Winterthur, 1997), nos. 3420. 3422-3424. 3426-3442.",Reference,10.282
,,,,,,,,,10.283,,"Burdur Museum",Disposition,10.283
,,,,,,,,,10.283,,"H. Köker, NC 166 (2006), p. 375, no. 43",Reference,10.283
,,,,,,,,,10.284,,"Burdur Museum",Disposition,10.284
,,,,,,,,,10.284,,"H. Köker and A. Çankaya, NC 166 (2006), p. 376, no. 44.",Reference,10.284
,,,,,,,,,10.285,,"Burdur Museum",Disposition,10.285
,,,,,,,,,10.285,,"H. Köker and A. Çankaya, NC 166 (2006), p. 376, no. 45 (the summary there gives a total of 31 coins, but lists 32; the higher number is adopted here).",Reference,10.285
,,,,,,,,,10.286,,"Burdur Museum",Disposition,10.286
,,,,,,,,,10.286,,"H. Köker and O. Köyağasıoğu, NC 166 (2006), p. 376, no. 46, where the summary suggests a total of 12 coins, but 11 are listed.",Reference,10.286
,,,,,,,,,10.287,,"Burdur Museum",Disposition,10.287
,,,,,,,,,10.287,,"H. Köker, NC 166 (2006), p. 376, no. 47.",Reference,10.287
,,,,,,,,,10.288,,"commerce, Chicago",Disposition,10.288
,,,,,,,,,10.288,,"A. Houghton and C. Lorber, ‘Antiochus III Hoard’, AJN 21, (2009), pp. 89-103 with pls. 8-13 ",Reference,10.288
,,,,,,,,,10.288,,"Cf. A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), p.150",Reference,10.288
,2.081,,,,,,,,10.289,,Dispersed,Disposition,10.289
,2.081,,,,,,,,10.289,,"R. Bauslaugh, ‘Cistophoric Countermarks and the Monetary Systems of Eumenes II’, NC 1990, p. 52 and p. 54, n. 40. ",Reference,2.081
,2.081,,,,,,,,10.289,,"Now published in full by G. Le Rider, ‘Un Trésor de monnaies d’argent trouvé en Syrie en 1971 (CH II, 81)’, Syria 75 (1998), pp. 89-96.",Reference,10.289
,,,,,,,,,10.290,1341,Rhodes,Disposition,10.290
,,,,,,,,,10.290,1341,"For a summary of the issues contained see now M. Oikonomidou and E. Apostolou, ‘Trois trésors rhodiens exposés au musée de Rhodes’, Ὀβολός 8 (2006), pp. 143-164, 151-155.",Reference,10.290
,2.084,,,,,,,,10.291,1342,"3 AE acquired at same time as AR and should be considered part of find.",Note,2.084
,2.084,,,,,,,,10.291,1342,Rhodes,Disposition,2.084
,2.084,,,,,,,,10.291,1342,"For a summary of the issues contained see now M. Oikonomidou and E. Apostolou, ‘Trois trésors rhodiens exposés au musée de Rhodes’, Ὀβολός 8 (2006), pp. 143-164, 147-151.",Reference,10.291
,,,,,,,,,10.292,,"In commerce",Disposition,10.292
,,,,,,,,,10.292,,"Full publication by Oliver Hoover in CH 10.",Reference,10.292
,,,,,,,,,10.292,,"Cf. A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 77-78.",Reference,10.292
,,,,,,,,,10.293,,"Uşak Museum",Disposition,10.293
,,,,,,,,,10.293,,"M. Arslan, ‘Uşak Müzesindeki Kistophorik Damgali Side Tetradradrahmi Definesi’, Belleten LXXI 261 (2007), pp. 425-444 with illus and pls. 1a - 4b.",Reference,10.293
,,,,5.043,6.034,,,,10.294,,"Dispersed (14 coins from Lot B at Copenhagen)",Disposition,10.294
,,,,5.043,6.034,,,,10.294,,"R. Bauslaugh, ‘Cistophoric Countermarks and the Monetary Systems of Eumenes II’, NC 1990, p. 60, note 57.",Reference,10.294
,,,,5.043,6.034,,,,10.294,,"W.E. Metcalf, ‘A late second-century hoard of posthumous Alexanders’, SNR 1994, p. 42.",Reference,10.294
,,,,5.043,6.034,,,,10.294,,"A full listing of this hoard has never been published, and the notes made by Martin Price can no longer be located at the British Museum. This listing is based upon the file on this hoard preserved at the ANS. No photographs are available. ",Note,10.294
,,,,5.043,6.034,,,,10.294,,"See also A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 78-79.",Reference,10.294
,,,,,,,,,10.295,,Dispersed,Disposition,10.295
,,,,,,,,,10.295,,"J. Elayi, ‘Un trésor de tétradrachmes aux types d’Alexandre trouvé dans la Bequa’ in Travaux...Le Rider, pp. 135-138, pl. 11.",Reference,10.295
,,,,,,,,,10.298,,Dispersed,Disposition,10.298
,,,,,,,,,10.298,,"J. and A. G. Elayi, ‘Un nouveau trésor de monnaies sécleucides de la région d’Apamée de Syrie’, Bulletin Du Cercle d’Études Numismatiques 41.2 (2004), pp. 43–50 with plates i–ii, pp. 52–62 with pls. iii–iv. ",Reference,10.298
,,,,,,,,,10.298,,"See also A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 87–88.",Reference,10.298
,,,,,,,,,10.299,,"Found in excavation.",Note,10.299
,,,,,,,,,10.299,,Unknown,Disposition,10.299
,,,,,,,,,10.299,,"Edhem Bey, ‘Fouilles d’Alabanda en Carie. Rapport sommaire sur la première campagne’, CRAI 1905, pp. 443-459.",Reference,10.299
,,,,,,,,9.525,10.300,,"In commerce",Disposition,10.300
,,,,,,,,9.525,10.300,,"This hoard has now been published by R.H.J. Ashton, ‘The Pseudo-Rhodian Drachms of Mylasa Revisited’ in Agoranomia, pp. 125-150, with pl. 5.",Reference,10.300
,,,,,,,,,10.301,,Dispersed,Disposition,10.301
,,,,,,,,,10.301,,"Published in CH 10 by C. Lorber. ",Reference,10.301
,,,,,,,,,10.301,,"Cf. A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 151-152.",Reference,10.301
,,,,,,,,,10.302,,"London, Berlin, Oxford",Disposition,10.302
,,,,,,,,,10.302,,"P. Lederer, Neue Beiträge zur antiken Münzkunde (Bern, 1943), pp. 56-7.",Reference,10.302
,,,,,,,,,10.304,,"Pot hoard.",Note,10.304
,,,,,,,,,10.304,,"Antalya Museum",Disposition,10.304
,,,,,,,,,10.304,,"F. Büyükyörük, TAED 2 (2001), pp. 95-101.",Reference,10.304
,,,,,,,,,10.304,,"A. Tolga Tek, NC 164 (2004), p. 251, no. 8. ",Reference,10.304
,,,,,,,,,10.304,,"For the date, see Meadows, Agoranomia, pp. 155-161.",Reference,10.304
,,,,,,,,9.515,10.305,1335,Chicago,Disposition,9.515
,,,,,,,,9.515,10.305,1335,"For the correct attribution of the Rhodian imitations in this hoard, and for another parcel of 22 coins probably belonging to it, see R. Ashton, ‘The Pseudo-Rhodian Drachms of Mylasa’, NC (1992), pp. 1-39, at 1-2.
",Reference,9.515
,,,,,,,,9.515,10.305,1335,"R.H.J. Ashton, ‘The Pseudo-Rhodian Drachms of Mylasa Revisited’ in Agoranomia, pp. 125-150, at p. 145 questions the integrity of this hoard.",Reference,10.305
,,,,,,,,9.527,10.308,,Dispersed,Disposition,10.308
,,,,,,,,9.527,10.308,,"C. Augé, A. Davesne and R. Ergeç, ‘Le début des tétradrachmes d'Athènes du ""nouveau style"": un trésor trouvé près de Gaziantep en 1994’, Anatolia Antiqua 5 (1997), pp. 44-82, ",Reference,10.308
,,,,,,,,9.527,10.308,,"A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp.II. ii, pp. 80-81 and CH 10.",Reference,10.308
1.087A+B,2.090,,,,6.038,,8.460,,10.310,,"Antakya Museum 79; Sofia 372",Disposition,10.310
1.087A+B,2.090,,,,6.038,,8.460,,10.310,,"CH 1.087A (in Antakya): Seyrig, Tresors, no. 23, with additions in brackets recorded at ANS and BM. 








",Reference,1.087
1.087A+B,2.090,,,,6.038,,8.460,,10.310,,"cf. SNR 53, 1974, 11-12.",Reference,1.087
1.087A+B,2.090,,,,6.038,,8.460,,10.310,,"JNFA 4, 1975, 30.",Reference,2.090
1.087A+B,2.090,,,,6.038,,8.460,,10.310,,"J. Youroukova, Archeologia 2, 1978, 8.",Reference,6.038
1.087A+B,2.090,,,,6.038,,8.460,,10.310,,"Christies Sale Catalogue, 17.10.1984, pp. 8-9.",Reference,8.460
1.087A+B,2.090,,,,6.038,,8.460,,10.310,,"Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), p. 81-82. ",Reference,10.310
1.087A+B,2.090,,,,6.038,,8.460,,10.310,,"For revised listing of the Seleucid content see Meadows and Houghton, CH 10 pp. 177-226.",Reference,10.310
1.087A+B,2.090,,,,6.038,,8.460,,10.310,,"S. Öztopbaş, ‘İstanbul Arkeoloji Müzeleri koleksiyonundan stephanephoroi define parçası’ in O. Tekin (ed.), Ancient History, Numismatics and Epigraphy in the Mediterranean World (Istanbul, 2009), pp. 291-297, publishes 12 coins acquired by Istanbul through confiscation in 1973, and likely to be from the great Kırıkhan hoard.",Reference,10.310
,,,,,,,8.490,,10.317,,"found in cella of temple of Leto",Note,8.490
,,,,,,,8.490,,10.317,,"H.A. Troxell, 'The Coinage of the Lycian League', ANSNNM 162 (1982) pp. 36-37.",Reference,8.490
,,,,,,,8.490,,10.317,,"R. Ashton, NC (1987) p. 15M.C. Marcellesi, ‘Le “trésor” du temple du Létoon de Xanthos (1975-2002).",Reference,8.490
,,,,,,,8.490,,10.317,,"Les monnaies rhodiennes et la circulation monétaire en Lycie à la basse époque hellénistique’, RN 163 (2007), pp. 45-90 with plate VII-XII, casts doubt on the existence of a hoard from the foundation levels of the Hellenistic Letoon",Reference,10.317
,,,,,,,8.490,,10.317,,"For a response suggesting that the material is more homogenous than she allows see R.H.J. Ashton and A. Meadows, ‘ The Letoon Deposit. Lycian League Coinage, Rhodian Plinthophori, and Pseudo-Rhodian Drachms from Haliartos (yet again) and Asia Minor’, NC (2008), pp. 111-134.",Reference,10.317
,,,,,,,8.490,,10.317,,"Note: M.C. Marcellesi accounts for only 10 coins found in 2002, while report notes 17 coins found.",Note,10.317
,,,,,,,,,10.319,,Commerce,Disposition,10.319
,,,,,,,,,10.319,,"Recorded from commerce by O. Hoover. A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2, (Lancaster, 2008), p. 108. ",Reference,10.319
,,,,,,,,,10.319,,"For full publication see CH 10.",Reference,10.319
,,,,,,,,,10.320,,"Kayhan collection, Turkey 25",Disposition,10.320
,,,,,,,,,10.320,,"SNG Kayhan 292-7, 299-305, 308-17, 320, 1005.",Reference,10.320
,,,,,,,,,10.323,1786,"See A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), p. 127 for the division of this IGCH entry into two hoards.",Reference,10.323
,,,,,,,,9.538,10.324,1357,"Now republished by A. R. Meadows, NC 162 (2002), pp. 79-133.",Reference,10.324
,,,,,,,,,10.325,,"Tokat Museum",Disposition,10.325
,,,,,,,,,10.325,,"B. Le Guen-Pollet, ‘Documents Numismatiques et Epigraphiques du Musée de Tokat. Rapport de mission: julliet 1988’, Anatolia Antiqua 1 (1991), pp. 55-57. ",Reference,10.325
,,,,,,,,,10.325,,"M. Amandry, B. Le Guen-Pollet, B. Özcan and B. Rémy, ‘Le trésor de Binbasioğlu (Tokat, Turquie). Monnaies de bronze des villes du Pont frappées sous Mithridate VI Eupator’, Varia Anatolica 5 (1991), pp. 61-76.",Reference,10.325
,,,,,,,,,10.325,," M. Amandry, B. Le Guen-Pollet, B. Özcan and B. Rémy, ‘Rapport de Travaux Epigraphiques et Numismatiques Au Musee De Tokat En Julliet 1988’, Arastirma Sonuclari Toplantisi 7 (1989) pp. 515-518.",Reference,10.325
,,,,,,,,,10.326,,Aleppo,Disposition,10.326
,,,,,,,,,10.326,,"G. Le Rider, ‘Un trésor de Bassit’, BCH 107 (1983), pp. 451-456.",Reference,10.326
,,,,,,,,,10.327,1435,"Dispersed, 60+ melted. Sotheby, 12 July 1852, lots 378-417",Disposition,10.327
,,,,,,,,,10.327,1435,"For revised burial date see A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 83-84.",Reference,10.327
,,,,,,,,9.523,10.328,,"Okray Collection, 9. Dispersed.",Disposition,10.328
,,,,,,,,9.523,10.328,,"Greek Coin Hoards in Turkey (1999) , p.41, nos. 801-9.",Reference,10.328
,,,,,,,,9.523,10.328,,"A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), p. 85, recorded from commerce by A. Houghton; note: possibly part of larger hoard and should be associated with CH IX, 523.",Reference,10.328
,,,,,,,,,10.329,,"Lot A Recorded from commerce in September 2005, lot B in February 2006",Disposition,10.329
,,,,,,,,,10.329,,"A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 153-154. ",Reference,10.329
,,,,,,,,,10.329,,"The two lots were rumored to be part of a single, larger hoard. The hoard was apparently lotted on the basis of corrosion, with the coins of Lot A being more stubbornly encrusted and difficult to clean. This method of lotting apparently resulted in the exclusion of later coins from Lot A, which thus gives the impression of having closed in 129/8. The date of closure follows from the latest Cappadocian tetradrs. represented, which are dated c. 101 BC by Lorber and Houghton, ‘Cappadocian tetradrs. in the name of Antiochus VII,’ NC (2006), pp .49-97.",Reference,10.329
,,,,,,,,,10.330,,Dispersed,Disposition,10.330
,,,,,,,,,10.330,,"C.C. Lorber and A. Houghton, NC 166 (2006), p. 52, described as from E. Anatolia, E. Syria or N. Mesopotamia.",Reference,10.330
,,,,,,,,,10.331,1419,"SNG von Post nos. 479-529",Disposition,10.331
,,,,,,,,,10.331,1419,"In addition to those coins in London and Oxford listed in IGCH, the above coins also derive from this hoard. Information from C. Boehringer.",Note,10.331
,,,,,,,,,10.332,,"Burdur Museum",Disposition,10.332
,,,,,,,,,10.332,,"H. Köker and A. Çankaya, NC 166 (2006), pp. 376-7, no. 48, where a total of 50 coins is suggested, but 49 are listed.",Reference,10.332
,,,,,,,,,10.333,,"Burdur Museum",Disposition,10.333
,,,,,,,,,10.333,,"H. Köker and A. Çankaya, NC 166 (2006), p. 377, no. 49.",Reference,10.333
,,,,,,,,,10.334,,"Burdur Museum",Disposition,10.334
,,,,,,,,,10.334,,"H. Köker and A. Çankaya, NC 166 (2006), p. 377, no. 50.",Reference,10.334
,,,,,,,,,10.335,,Dispersed,Disposition,10.335
,,,,,,,,,10.335,,"C.C. Lorber and A. Houghton, NC 166 (2006), p. 52, ‘Antiochus VII posthumous hoard’.",Reference,10.335
,,,,,,,,,10.336,,Dispersed,Disposition,10.336
,,,,,,,,,10.336,,"C.C. Lorber and A. Houghton, NC 166 (2006), pp. 52-3.",Reference,10.336
,,,,,,,,,10.337,,Dispersed,Disposition,10.337
,,,,,,,,,10.337,,"C.C. Lorber and A. Houghton, NC 166 (2006), pp. 52-3.",Reference,10.337
,,,,,,,,,10.338,,"In commerce",Disposition,10.338
,,,,,,,,,10.338,,"Recorded by A. Houghton. See A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 85-86.",Reference,10.338
,,,,,,,,,10.341,,Ankara,Disposition,10.341
,,,,,,,,,10.341,,"T. Göktürk, ‘Un trésor de monnaies cistophores trouvé à Izmir’, Anatolia Antiqua 5 (1997), pp. 83-85.",Reference,10.341
,,,,,,,,,10.343,,Dispersed,Disposition,10.343
,,,,,,,,,10.343,,"A. Houghton and S. Bendall, ‘A Hoard of Aegean Tetradrachms and the Autonomous Tetradrachms of Elaeusa Sebaste’, ANS MN 33 (1988), pp. 71-89, pl. 19. ",Reference,10.343
,,,,,,,,,10.343,,"Possibly part of the same hoard as CH 8. 513 and 516. ",Note,10.343
,,,,,,,,,10.343,,"Cf. F. de Callataÿ, ‘La production des tétradrachmes civiques de la Cilicie jusqu’à la Palestine’, in C. Augé and F. Duyrat (eds), Les Monnayages Syriens (Beirut, 2002), p. 85.",Reference,10.343
,,,,,,,,,10.344,,Dispersed,Disposition,10.344
,,,,,,,,,10.344,,"A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), p. 154.",Reference,10.344
,,,,,,,,,10.356,,"Burdur Museum",Disposition,10.356
,,,,,,,,,10.356,,"H. Köker, NC 166 (2006), pp. 377-8, no. 51.",Reference,10.356
,,,,,,,,,10.357,,"Burdur Museum",Disposition,10.357
,,,,,,,,,10.357,,"H. Köker, NC 166 (2006), p. 378, no. 52.",Reference,10.357
,,,,,,,,,10.358,,Dispersed,Disposition,10.358
,,,,,,,,,10.358,,"Recorded in commerce by A. Houghton. ",Note,10.358
,,,,,,,,,10.358,,"See A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), p. 100.",Reference,10.358
,,,,,,,,,10.360,1465,"Paris 2; London 15",Disposition,10.360
,,,,,,,,,10.360,1465,"For discussion of this hoard and the disposition of certain specimens see A. R. Meadows, ‘Side, Amyntas and the Pamphylian Plain’, in Agoranomia, esp. pp. 168-9 with pls. 11-12.",Reference,10.360
,,,,,,,,,10.430,,Dispersed,Disposition,10.430
,,,,,,,,,10.430,,"See Documenti inediti per servire alla storia dei Musei d'Italia: Pubblicati per cura del Ministero della pubblica istruzione IV (Florence and Rome, 1880), p. 104 for the above list of coins apparently found together and probably constituting a hoard.",Reference,10.430
,2.017,,4.011,,,,8.044,9.680,10.435,1644,"Dispersed. British Museum, ANS.",Disposition,10.435
,2.017,,4.011,,,,8.044,9.680,10.435,1644,"M.J. Price and N.M. Waggoner, Archaic Greek Coinage, The Asyut Hoard (1975).",Reference,9.680
,2.017,,4.011,,,,8.044,9.680,10.435,1644,"Critical review with suggested lower dating of the coins of Ale.xander 1 of Macedonia, and of Persia, with consequent lowering of the date of final burial of the hoard. C.M. Kraay, NC (1977), pp. 189-198. ",Reference,9.680
,2.017,,4.011,,,,8.044,9.680,10.435,1644,"H. Cahn, SNR (1977), pp. 279-287.",Reference,9.680
,2.017,,4.011,,,,8.044,9.680,10.435,1644,"C.M. Kraay, Q. Tic. Num. Ant. Clas 6 (1977), pp. 35-52 on Ambracia",Reference,9.680
,2.017,,4.011,,,,8.044,9.680,10.435,1644,"J.H. Kagan, ‘An Archaic Greek Coin Hoard from the Eastern Mediterranean and Early Cypriot Coinage’, NC (1994), p. 19 ff.",Reference,9.680
,2.017,,4.011,,,,8.044,9.680,10.435,1644,"J.H. Kagan and B. Kritt, ‘The Coinage of Kindya’, NC 1995, p. 262.",Reference,9.680
,2.017,,4.011,,,,8.044,9.680,10.435,1644,"Study of cut fragments including three of Neapolis staters additional to the published record. P. Rynearson, SAN XII.4 (1981-1982), pp. 71-73.",Reference,8.044
,2.017,,4.011,,,,8.044,9.680,10.435,1644,"H.B. Mattingly, ‘A new light on the early silver coinage of Teos’, SNR 1994, pp. 5-9.",Reference,9.680
,2.017,,4.011,,,,8.044,9.680,10.435,1644,"O. Masson, ‘Quelques légendes monétaires Grecques’, SNR 1995, pp. 5-7",Reference,9.680
,2.017,,4.011,,,,8.044,9.680,10.435,1644,"A parcel of 82 coins from this hoard, including some unpublished specimens, was acquired by the ANS in 2008 (2008.39.1-82). One coin of Carystus (no. 252) from the hoard was acquired by Athens in 1998 (BE 732/1998). For the last see Ιλίου Μέλαθρον 2000. Το Νομισματικό Μουσείο στο κατώφλι του 21ου αιώνα (Athens, 2001), p. 41. See Peter van Alfen, SNR 2009 (forthcoming) on some of the new coins.",Reference,10.435
,,,,,,,,,10.436,1645,"Found with with 18 dumps & bars",Note,10.436
,,,,,,,,,10.436,1645,"For images for a number of coins from Zagazig Hoard see B. Weisser, ‘Münzfunde als Zeugnisse des Handels’, M. Maischberger and W.-D. Heilmeyer (eds), Die Griechische Klassik: Idee oder Wirklichkeit (Mainz am Rhein, 2002), p. 118.",Reference,10.436
,,,,,,,,,10.437,,"New York 24; private coll. 2",Disposition,10.437
,,,,,,,,,10.437,,"P. van Alfen, ‘Herodotus’ “Aryandic” silver and bullion use in Persian-period Egypt’, AJN 16-17 (2004-5), pp. 7-46.",Reference,10.437
,,,,,,,8.375|8.411,,10.469,,"These two entries in CH 8 refer to the same hoard.",Note,10.469
1.002,,3.001,,,,,,,,1161,"Athens (49)",Disposition,1.002
1.002,,3.001,,,,,,,,1161,"Further listing in M. Oeconomidou, Arch. Delt. 27, 1972, 7""",Reference,3.001
1.002,,3.001,,,,,,,,1161,"Münzen und Medaillen 308 (Jan. 1970), 1-24.",Reference,1.002
