"id","value","type"
"igch2334","De Guadan, MPER, pp. 155-9","ref"
"igch2334","Crawford, RRCH 109","ref"
"igch2334","Allen, NC 1969, pp. 40, 62-3","ref"
"igch2334","Raddatz, Schatzfunde, pp. 266-7, illus.","ref"
"igch2334","Villaronga, MHC (forthcoming)","ref"
"igch1909","accessioned at Syracuse, but  no longer there; possibly at Reggio (see Currò)","disposition"
"igch1909","Orsi, MonAnt 1914, pp. 941-4, Terina illus.","ref"
"igch1909","Currò Pisanò AIIN 1962-4, pp. 232-3, 237","note"
"igch1909","Though Orsi associated this hd. with the  destruction of Caulonia by Dionysius I, none of the coins need be later than 410 B.C. and all may be a good deal earlier","note"
"igch1007","Leningrad (Institute)","disposition"
"igch1007","Gilevich, NE 10 (1972), pp. 15-8, illus.","ref"
"igch2246","Syracuse","disposition"
"igch2246","Fabbricotti, AIIN 1968, pp. 83-90","ref"
"igch0373","dispersed","disposition"
"igch0373","Robinson-Clement, Olynthus IX, pp. 183-5, illus.  (hd. IX)","ref"
"igch0373","Ravel's record gives 3 Acanthus, 1 Amphipolis,  40+ Chalcidian League (35 photos and list of varieties on file in ANS)","note"
"igch0373","See no. 374 below","ref"
"igch1045","Tiflis","disposition"
"igch1045","Pakhomov VIII, 1898","ref"
"igch1045","Golenko-Kapanadze, NE 6 (1966), pp. 31-61","ref"
"igch1689","New York 5","disposition"
"igch1689","Eddé, Boll. di Num. 1905, p. 129; RassNum. 1906,  pp. 31-5, illus.","ref"
"igch0666","Tiranë","disposition"
"igch0666","Ceka, Studime Historike 1 (1966), pp. 11-5, 24-36,  illus. (in Albanian; French summary); Studia Albanica 1 (1966), pp. 217-23","ref"
"igch1904","dispersed","disposition"
"igch1904","Sambon, Sur un dépôt de monnaies grecques trouvé  dans une terve de l'ancienne Lucanie (Naples, 1858)","ref"
"igch1904","Sambon, Recherches, pp. 30-2","ref"
"igch1904","Evans, NC 1889, pp. 39-42","ref"
"igch1904","Pozzi, AIIN 1962-4, pp. 147-58","ref"
"igch1904","Kraay, SNR 1970, pp. 47-72","ref"
"igch1904","Sambon records the presence in this hd.. of  a number of Campano-Tarentine st.; Pozzi accordingly dates the burial c. 300 B.C. In view of the total absence of coins which can be dated between 400 and 300 B.C. Kraay regards the asso- ciation of Campano-Tarentine st. as mistaken, and treats the hd. as a late 5th cent. burial","note"
"igch1627","A. Spaer, Jerusalem 6; private coll., Jerusalem 6; private coll., Tel Aviv 20","disposition"
"igch1627","Information from A. Spaer","note"
"igch2055","Florence, part.","disposition"
"igch2055","Crawford, RRCH 260 (for previous references)","ref"
"igch0432","private coll., Thessalonica 46  (as listed)","disposition"
"igch1287","unknown","disposition"
"igch1287","Information from R. Ashton","note"
"igch1669","Cairo 14 (Ptolemy I); Alex- andria 3","disposition"
"igch1669","Dutilh, AN 1895, pp. 73-92 (esp. pp. 74-5,  tables B, C, D; refs. to Müller, illus.)","ref"
"igch1669","Svoronos, Ptolemies 4, p. 401, nos. 6, 12","ref"
"igch2015","Naples","disposition"
"igch2015","Cesano, RIN 1912, pp. 300-4","ref"
"igch2015","Thomsen, ERC I, p. 102","ref"
"igch2015","Mattingly, Essays Robinson, pp. 213, 217","ref"
"igch2015","Crawford, RRCH 86","ref"
"igch2249","Syracuse","disposition"
"igch2249","Currò Pisanò, AIIN 1962-4, p. 224","ref"
"igch2249","Crawford, RRCH 122","ref"
"igch1745","Baku 217; Tiflis to; Regional Mus., Shemakha 7; private coll. 48","disposition"
"igch1745","Pakhomov, Trudy Gosudarstvennogo muzeia istorii Azerbaidzhana 5 (Baku, 1962), pp. 74-6; Voprosy istorii Kavkazskoi Albanii (Baku, 1962), pp. 107-10","ref"
"igch1745","Kropotkin, no. 1540","ref"
"igch1745","Pakhomov, IX, no. 2080","ref"
"igch1745","Crawford, RRCH, no. 246","ref"
"igch1745","The description of the coins is that of  Pakhomov","note"
"igch0975","Plovdiv 13","disposition"
"igch0975","Gerasimov, BIAB 27 (1964), p. 241","ref"
"igch0881","Burgas coll.","disposition"
"igch0881","Gerasimov, BIAB 11 (1937), p. 319","ref"
"igch0976","Sofia 112 as listed","disposition"
"igch0976","Gerasimov, BIAB 22 (1959), p. 357","ref"
"igch0976","Thompson, Athens, p. 522; NC 1962, pp. 314-5","ref"
"igch0976","Lewis, NC 1962, p. 285","ref"
"igch0559","Tiranë","disposition"
"igch0559","Ceka, Studia Albanica 1972, no. pp. 49-68, illus.","ref"
"igch0522","Sofia 1 Alexander; Veliko  Târnovo remainder","disposition"
"igch0522","Gerasimov, BIAB 8 (1934), p. 469; BullSocArch  Varna 10 (1956), p. 74","ref"
"igch0522","The earlier publication mentions tetradr.  of Maroneia as part of a total of 23 AR","note"
"igch2020","dispersed","disposition"
"igch2020","Seen in commerce","ref"
"igch1510","Jerusalem","disposition"
"igch1510","Baramki, QDAP 1945, pp. 86-90, illus.","ref"
"igch1510","Bellinger, Berytus 1950-1, p. 49","ref"
"igch1510","Naster, INCJ, p. 5","ref"
"igch1510","Kadman, INCJ, hoard 5","ref"
"igch0232","Athens 128 (Alexander; Philip V 6 didr., 8 dr.; Perseus 5 tetradr., 1 didr.; Macedonia; Lysimachus; La- rissa; Aetolia 1; Chalcis 1; Histiaea 2 tetrob.; Achaean League 3; Rhodes 97)","disposition"
"igch0232","Svoronos, JIAN 1902, pp. 318-28, illus. (some)","ref"
"igch0232","Robert, Études, pp. 189-90","ref"
"igch0232","Franke, JNG 1957, pp. 35-9","ref"
"igch0232","Thompson, NNM 159 (1968), pp. 92-3","ref"
"igch0259","dispersed","disposition"
"igch0259","Franke, Epirus, pp. 323-32, illus.","ref"
"igch0259","Possibly part of no. 308 below","note"
"igch1351","London some","disposition"
"igch1351","Hill, NC 1923, p. 227","ref"
"igch0776","dispersed","disposition"
"igch0776","Details of types in ANS","note"
"igch1006","Leningrad 15 (as AMNG I.1, pl. 8, 3 [8], 4 [7])","disposition"
"igch1006","Bertier de la Garde, NS (Russian) 1911, p. 90 (describes coins as AMNG I.1, pl. 8, 2)","ref"
"igch1006","Further information from IU. Diukov (Her- mitage material)","note"
"igch1006","The Hermitage records of B. V. Farma- kovskii show that the 15 coins there were part of a hd. found at Olbia in 1905. Details of the hd.'s discovery coincide with those given by Bertier de la Garde, ruling out the possibility of two different hoards","note"
"igch0890","Plovdiv 36","disposition"
"igch0890","Gerasimov, BIAB 14 (1940-2), p. 282","ref"
"igch0899","unknown","disposition"
"igch0899","Mouchmov, BIAB 4 (1926-7), pp. 322-3","ref"
"igch0899","Gerasimov, BullSocArchVarna 10 (1956), p. 74","ref"
"igch0899","There are discrepancies between the two  accounts","note"
"igch2227","Syracuse 48 AE of Hieron from  Cittadella (Noto), 1926 (Annuli 9-11, p. 226) may be part of this bd.","disposition"
"igch2227","Orsi's notes","ref"
"igch2227","Magnaguti, Numismatica 1939, p. 39","ref"
"igch0253","Cambridge 17 or 18","disposition"
"igch0253","Robert, Hellenica 11-2 (1960), p. 67, note 1","ref"
"igch0253","Le Rider, Monn. crét., p. 221","ref"
"igch1159","London 1","disposition"
"igch1159","Robinson, NC 1936, p. 185, illus.","ref"
"igch2160","dispersed","disposition"
"igch2160","Orsi, RIN 1900, p. 89","ref"
"igch0712","Sofia 30","disposition"
"igch0712","AA 1913, p. 363","ref"
"igch1332","Berlin","disposition"
"igch1332","Regling, Priene, pp. 169-71","ref"
"igch1869","A. Cunningham and E. Tho- mas","disposition"
"igch1869","Cunningham, JASB 1854, pp. 690-1, illus.; NC  1870, p. 215 and note 1","ref"
"igch1869","Prinsep, Essays on Indian Antiquities 2 (London,  1858), p. 197, note 1","ref"
"igch1869","Cunningham (NC 1870) reports 183 coins  in his text but according to his note the find comprised only 134 coins","note"
"igch1579","dispersed","disposition"
"igch1579","Information on file in ANS","note"
"igch2033","dispersed","disposition"
"igch2033","de Petra, NSc 1896, p. 210","ref"
"igch2033","Thomsen, ERC I, p. 117","ref"
"igch2033","Crawford, RRCH 50","ref"
"igch0127","New York","disposition"
"igch0127","Thompson, ANSMN 7 (1957), pp. 1-11, some  illus.","ref"
"igch1003","museum material lost during  war","disposition"
"igch1003","DAK 1881, no. 7, pp. 8, 49","ref"
"igch0059","Athens 145 (Lot A); com- merce, Athens 38 (Lot B); New York 1 (Thebes from Lot B)","disposition"
"igch0059","The coins listed in Lot A reached the Athens  cabinet &#x022;before 1940;&#x022; a detailed list and sonic casts of Lot B are in the ANS, recorded as a hd. shown to Newell by an Athenian dealer in 1931. Both lots would seem to belong to the same hd., found c. 1930 (Noe 464). Some or all of another lot of coins, acquired by the Athens Cabinet &#x022;before 1940&#x022; and labelled as &#x022;probably a hoard,&#x022; may belong to this find: 3 dr. of Boeotia, 1 tetradr. of Athens, 25 st. and 1 triob. of Aegina","note"
"igch0264","Old Corinth","disposition"
"igch0264","Thompson, Hesperia 1951, pp. 355-67, illus.","ref"
"igch0538","dispersed","disposition"
"igch0538","Gerasimov, BIAB 20 (1955), p. 603","ref"
"igch0684","Deva some; V. Bude, Bucha- rest 14 (dr.)","disposition"
"igch0684","Bude, CNA 1925, p. 41","ref"
"igch0684","Floca, Sargetia 6 (1969), p. 21, and note 26","ref"
"igch2103","part to Virzi incl. following  from J. Hirsch May 6, 1912 and Nov. 14, 1912: Jameson 1293, 1920, 1923-4","disposition"
"igch2103","Orsi's notes","ref"
"igch2103","Noe, p. 196 reads &#x022;Noto 1908, see 409&#x022; (= Falconara 1902); since the Jameson","ref"
"igch2103","Catalogue refers to Noto 1908, and the  two Hirsch sales were both in 1912, the date of discovery was probably 1908 rather than 1902","note"
"igch2049","Florence part; Berlin part","disposition"
"igch2049","Crawford, RRCH 555 (for earlier references)","ref"
"igch0726","Odessa","disposition"
"igch0726","Bulatovich, Sovetskio kollektsioner 6 (Moscow,  1968), pp. 91-3;  VDI 1970, no. 2, pp. 73-86, illus.","ref"
"igch0726","Kravchenko, SA 1969, no. pp. 274-9","ref"
"igch0423","private coll., Pleven","disposition"
"igch0423","Gerasimov, BIAB 11 (1937), p. 318","ref"
"igch2117","New York 4 (Athens)","disposition"
"igch2117","Note and Athens photos in ANS","note"
"igch0623","Bucharest (Inst. Arch.) 86 as  listed","disposition"
"igch0623","Mitrea, SCIV 1969, p. 262","ref"
"igch1891","dispersed","disposition"
"igch1891","Avellino, Opuscoli diversi 2 (Naples, 1833), pp. 85,  167","ref"
"igch1891","Sambon, Recherches, p. 28","ref"
"igch1891","Mommsen, Hist. de la monn. rom. 1 (Paris, 1865), p. 151","ref"
"igch1891","Jenkins, Gela, p. 148","ref"
"igch1891","The presence of a substantial number of  Sicilian issues suggests burial in the neighborhood of Rhegium","note"
"igch1088","Sevastopol' 38","disposition"
"igch1088","Gilevich, SA 28 (1958), pp. 136-9","ref"
"igch1460","New York 30","disposition"
"igch1460","To be published by F. Kleiner","note"
"igch2004","G. Hirsch May 28-30, 1962, 20-5; Oct. 22-24, 1962, 2260, 2262-70, 2272-83 as above","disposition"
"igch2004","Information from a correspondent","note"
"igch1304","London 23 (ex Lawson)","disposition"
"igch1304","Head, NC 1880, pp. 135-6","ref"
"igch1584","unknown","disposition"
"igch1584","Wright, BA 1957, p. 32","ref"
"igch1584","Sellers, BA 1962, p. 88","ref"
"igch1584","Kadman, INCJ, hoard 10","ref"
"igch1207","Paris 4","disposition"
"igch1207","Gardner, NC 1882, p. 256","ref"
"igch1207","Barron, Samos, p. 117","ref"
"igch2200","Gela","disposition"
"igch2200","Orlandini, AIIN 1962-4, p. 265","ref"
"igch0802","Athens 666 as listed. Franke  estimates that another 5000 of Ma- roneia were dispersed","disposition"
"igch0802","Varoucha, BCH 1962, p. 421, illus. (2); A Delt 19  (1964), Chronika, p. 8","ref"
"igch0422","Gh. Patrascu, Bucharest","disposition"
"igch0422","Iliescu, SCN 2 (2958), p. 448","ref"
"igch2089","Agrigento 55 as above plus a  number of probable intrusions","disposition"
"igch2089","Griffo, AIIN 1955, pp. 199-200","ref"
"igch2089","Jenkins, Gela, p. 157","ref"
"igch2089","Jenkins interprets this as a hd. of c. 420 B.C.,  with intrusions (incl. Gela, no. 483, two 4th cent. Athens, and some modern forgeries)","note"
"igch1160","dispersed","disposition"
"igch1753","Paris 2","disposition"
"igch1753","Le Rider, SM 1972, pp. 3-4, illus.","ref"
"igch2066","Gela 870","disposition"
"igch2066","Griffo, AIIN 1958-9, pp. 301-2","ref"
"igch2066","Raven, Essays Robinson, p. 48, note 1","ref"
"igch2066","Jenkins, Gala, pp. 20-1, 150-1, illus.","ref"
"igch2066","The hd. was found on the site of a suburban  shrine. After dispersal the major part (870 coins) was recovered. The figures given above are those of Griffo, fol- lowed by Jenkins' figures based on material on exhibition at the Gela Museum. In addition to the above types Griffo lists 1 tetradr. each of Leontini and Acragas, which are prob- ably intrusive","note"
"igch0735","Sofia","disposition"
"igch0735","Gerasimov, BIAB 13 (1939), p. 345","ref"
"igch0998","dispersed","disposition"
"igch0998","OAK 1904 (publ. 1907), p. 45","note"
"igch0001","Oxford 69 (68 Aegina, 1 Thera),  casts (2 Aegina)","disposition"
"igch0001","Dunbabin, BSA 42 (1947), p. 192","ref"
"igch0001","Brown, NC 1950, p. 186","ref"
"igch0001","Kraay, JHS 1964, p. 79","ref"
"igch0001","Le Rider, Monn. crét., p. 168","ref"
"igch0001","Holloway, ANSMN 17 (1971), pp. 1-21, illus.","ref"
"igch1954","Florence 11; possibly also  Jameson 17 and Weber 70 (later SNGLloyd 26), on which see no. 1875 above (Volterra 1868)","disposition"
"igch1954","Gamurrini, PerNumSfrag 1874, p. 68, note 1","ref"
"igch1954","Sambon under nos. 26 and 70 says that  these types were represented in the Sovana find of 1858. Since both types are mentioned by Gamurrini, Sovana here appears to be a mistake for Cecina","note"
"igch1752","Paris 8","disposition"
"igch1752","Le Rider, SM 1972, pp. 4-7, illus.","ref"
"igch0017","dispersed","disposition"
"igch0017","Ravel, NNM 52 (1932), pp. 1-11,","ref"
"igch0017","See no. 18 below","ref"
"igch1379","Istanbul","disposition"
"igch1379","This and the following hds. (nos. 1380-2,  1385-93 below) all consist of the Pontic emissions of Mithradates VI. The dating rests on the fact that two large issues of Amisus (Zeus/eagle and Dionysus/cista mystica) are missing. On the number of coins see no. 1380 below","note"
"igch1972","Santangelo; Durand; Millin- gen; Stewart and others","disposition"
"igch1972","Raoul-Rochette, Mém. de Num. et d'Antiquité  (Paris, 1840), p. 53, note 3","ref"
"igch0236","Jannina","disposition"
"igch0236","Dacaris, A Delt 1961-2, Chronika, p. 198, illus.","ref"
"igch0236","Franke, Epirus, p. 30, note 14","ref"
"igch1054","Kiev","disposition"
"igch1054","Information from P. O. Karyszkowski","note"
"igch2161","E. Gabrici","disposition"
"igch2161","Gabrici, Problemi di num. greca (Naples, 1959),  p. 110","ref"
"igch1679","unknown","disposition"
"igch1679","Edgar, ASA 1906, p. 208","ref"
"igch0298","Athens","disposition"
"igch0298","Svoronos, JIAN 1911, p. 75","ref"
"igch0141","Athens","disposition"
"igch0141","BCH 1938, p. 416","ref"
"igch0642","Athens 6 (2 Aesillas, 4 Athens);  casts, photos of 44 Aesillas and 3 Athens in ANS","disposition"
"igch0642","Varoucha, A Delt 1961-2, Chronika, p. 4","ref"
"igch0642","Thompson, NC 1962, pp. 319-20","ref"
"igch0642","Almost certainly a combined deposit; the  Leg Makedonon and Athens coins taken from circulation c. 130-125 and the Aesillas pieces added to the hd. some forty years later. Inquiries in Macedonia by an Athenian corre- spondent provided the information that the find originally included about 500 coins, of which one-quarter to one- third were Athenian. The fdc Aesillas coins appearing in numerous European and American sales catalogues from 1961 on undoubtedly came from Siderokastro","note"
"igch2278","Cagliari","disposition"
"igch2278","Taramelli, NSc 1934, pp. 200-4","ref"
"igch1049","museum material lost during  war","disposition"
"igch1049","IAK 39 (1911) Suppl., pp. 141-2","note"
"igch2243","Syracuse 17","disposition"
"igch2243","Currò Pisanò, AIIN 1962-4, p. 224 (&#x022;17 AE in  prevalenza dei Mamertini&#x022;)","ref"
"igch2243","Crawford, RRGH 69 (notes details of 12 AE)","ref"
"igch1475","Nicosia","disposition"
"igch1475","Information from A. Wilson. Latest date yr. 36 of Ptolemy VIII","note"
"igch2154","A. H. Lloyd (cf. SNG 1476,  1479-80, 1488-90, 1492-3, 1496-1500, 1597, 1599, 1601-2, 1605-6, 1629, 1631, 1634, 1636-7, 1641-2, 1644-8, 1650-2, 1654-5); now London","disposition"
"igch2154","Lloyd, NC 1925, pp. 151-72, illus.","ref"
"igch0217","Athens 55 (53 Argos, 1 Sicyon, 1 Antigonus). An additional 48 Argive bronzes received at about the same time &#x022;from another source&#x022; may belong to the same find","disposition"
"igch0217","Welch, NC 1924, pp. 318-20. (The Antigonus and Sicyon coins, although not recorded by Welch, came to Athens with the Argos pieces)","ref"
"igch2175","Syracuse","disposition"
"igch2175","Currò Pisanò AIIN 1962-4, p. 223","note"
"igch0580","unknown","disposition"
"igch0580","Harsányi, NK 1908, p. 113","ref"
"igch1156","New York 6 (Lydia)","disposition"
"igch1156","Photos in ANS","ref"
"igch0577","Vienna","disposition"
"igch0577","Seidl, AfÖG 9 (1853), pp. 164-5","ref"
"igch0577","Noe's 812 and 934 are the same lid. No. 934  is listed as Sebes with a cross-reference to Mühlenbacher Stühl","note"
"igch2168","Syracuse","disposition"
"igch2168","Currò Pisanò, AIIN 1962-4, p. 222","ref"
"igch1221","dispersed","disposition"
"igch1221","Information from O. Ravel","note"
"igch1064","Odessa (merged with main  collection)","disposition"
"igch1064","DAK 1893, no. 48","ref"
"igch1064","OAK 1892 (publ. 1894), pp. 45,120-1","note"
"igch1471","Nicosia","disposition"
"igch1471","BCH 1966, p. 355","ref"
"igch1364","dispersed","disposition"
"igch1364","Le Rider, Deux trim's, p. 44","ref"
"igch1364","Apparently no part of this hd. has entered  the Archaeological Museum in Istan- bul. It is not mentioned by Schönert- Geiss, Münzprägung Byzantion","note"
"igch0539","dispersed","disposition"
"igch0539","Gerasimov, BIAB 20 (1955), p. 604","ref"
"igch2135","Syracuse","disposition"
"igch2135","Villard, Mél. d'arch. et d'hist. 1951, pp. 45-46","ref"
"igch2135","Vallet-Villard, Kokalos 1958, pp. 104-5, illus.","ref"
"igch2135","Currò Pisanò AIIN 1962-4, pp. 228, 238","note"
"igch0871","Varna 9","disposition"
"igch0871","Gerasimov, BIAB 17 (1950), p. 323","ref"
"igch1236","dispersed","disposition"
"igch1838","dispersed","disposition"
"igch1838","Coin Topics 9 (Dec. 1937-Feb. 1938), p. 6","note"
"igch2130","Syracuse (totals in parentheses  are those of Jenkins, Gela)","disposition"
"igch2130","Currò Pisanò AIIN 1962-4, pp. 226, 238","note"
"igch2130","Jenkins, ANSCent., p. 375; Gela, p. 153","ref"
